"collectionCode","catalogNumber","verbatimMunicipality","verbatimCounty","verbatimStateProvince","verbatimCountry","verbatimContinent","verbatimWaterBody","verbatimIslandGroup","verbatimIsland","error"
"Fish","203868",,,"Valle","Canada","South America",,,,"There is no administrative division Valle in Canada. Could it be Valle del Cauca in Colombia?"
