"collectionCode","catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"Fish","170981","Pacific Ocean","Asia",,
"Fish","178825","Pacific Ocean","Asia",,
"Fish","170978","Pacific Ocean","Asia",,
"Fish","170980","Pacific Ocean","Asia",,
"Fish","170988","Pacific Ocean","Asia",,
"Fish","170999","Pacific Ocean","Asia",,
"Fish","171000","Pacific Ocean","Asia",,
"Fish","170997","Pacific Ocean","Asia",,
"Fish","170986","Pacific Ocean","Asia",,
"Fish","170975","Pacific Ocean","Asia",,
"Fish","172739","Pacific Ocean","Asia",,
"Fish","180256","Pacific Ocean","Asia",,
"Fish","170972","Pacific Ocean","Asia",,
"Fish","170970","Pacific Ocean","Asia",,
"Fish","170973","Pacific Ocean","Asia",,
"Fish","170971","Pacific Ocean","Asia",,
"Fish","178822","Pacific Ocean","Asia",,
"Fish","170976","Pacific Ocean","Asia",,
"Fish","180247","Pacific Ocean","Asia",,
"Fish","170974","Pacific Ocean","Asia",,
"Fish","170977","Pacific Ocean","Asia",,
"Fish","178826","Pacific Ocean","Asia",,
"Fish","178828","Pacific Ocean","Asia",,
"Fish","178827","Pacific Ocean","Asia",,
"Fish","178823","Pacific Ocean","Asia",,
"Fish","170969","Pacific Ocean","Asia",,
"Fish","178643","Pacific Ocean","Asia",,
"Fish","178632","Pacific Ocean","Asia",,
"Fish","178637","Pacific Ocean","Asia",,
"Fish","178629","Pacific Ocean","Asia",,
"Fish","178628","Pacific Ocean","Asia",,
"Fish","178635","Pacific Ocean","Asia",,
"Fish","172740","Pacific Ocean","Asia",,
"Fish","178642","Pacific Ocean","Asia",,
"Fish","172990","Pacific Ocean","Asia",,
"Fish","172988","Pacific Ocean","Asia",,
"Fish","172986","Pacific Ocean","Asia",,
"Fish","172994","Pacific Ocean","Asia",,
"Fish","172991","Pacific Ocean","Asia",,
"Fish","172985","Pacific Ocean","Asia",,
"Fish","172929","Pacific Ocean","Asia",,
"Fish","178641","Pacific Ocean","Asia",,
"Fish","172982","Pacific Ocean","Asia",,
"Fish","172984","Pacific Ocean","Asia",,
"Fish","172972","Pacific Ocean","Asia",,
"Fish","172975","Pacific Ocean","Asia",,
"Fish","172974","Pacific Ocean","Asia",,
"Fish","172976","Pacific Ocean","Asia",,
"Fish","172980","Pacific Ocean","Asia",,
"Fish","172987","Pacific Ocean","Asia",,
"Fish","172983","Pacific Ocean","Asia",,
"Fish","172992","Pacific Ocean","Asia",,
"Fish","172979","Pacific Ocean","Asia",,
"Fish","172981","Pacific Ocean","Asia",,
"Fish","172973","Pacific Ocean","Asia",,
"Fish","172993","Pacific Ocean","Asia",,
"Fish","172989","Pacific Ocean","Asia",,
"Fish","172930","Pacific Ocean","Asia",,
"Fish","172977","Pacific Ocean","Asia",,
"Fish","178554","Pacific Ocean","Asia",,
"Fish","172927","Pacific Ocean","Asia",,
"Fish","172936","Pacific Ocean","Asia",,
"Fish","178556","Pacific Ocean","Asia",,
"Fish","178558","Pacific Ocean","Asia",,
"Fish","178559","Pacific Ocean","Asia",,
"Fish","178557","Pacific Ocean","Asia",,
"Fish","172934","Pacific Ocean","Asia",,
"Fish","178555","Pacific Ocean","Asia",,
"Fish","172943","Pacific Ocean","Asia",,
"Fish","178553","Pacific Ocean","Asia",,
"Fish","178552","Pacific Ocean","Asia",,
"Fish","171072","Pacific Ocean","Asia",,
"Fish","171071","Pacific Ocean","Asia",,
"Fish","171070","Pacific Ocean","Asia",,
"Fish","171081","Pacific Ocean","Asia",,
"Fish","178551","Pacific Ocean","Asia",,
"Fish","172945","Pacific Ocean","Asia",,
"Fish","171066","Pacific Ocean","Asia",,
"Fish","172926","Pacific Ocean","Asia",,
"Fish","172928","Pacific Ocean","Asia",,
"Fish","172931","Pacific Ocean","Asia",,
"Fish","172932","Pacific Ocean","Asia",,
"Fish","172946","Pacific Ocean","Asia",,
"Fish","172937","Pacific Ocean","Asia",,
"Fish","172944","Pacific Ocean","Asia",,
"Fish","172933","Pacific Ocean","Asia",,
"Fish","172942","Pacific Ocean","Asia",,
"Fish","172941","Pacific Ocean","Asia",,
"Fish","172939","Pacific Ocean","Asia",,
"Fish","172935","Pacific Ocean","Asia",,
"Fish","172940","Pacific Ocean","Asia",,
"Fish","172947","Pacific Ocean","Asia",,
"Fish","172938","Pacific Ocean","Asia",,
"Fish","172896","Pacific Ocean","Asia",,
"Fish","172907","Pacific Ocean","Asia",,
"Fish","172756","Pacific Ocean","Asia",,
"Fish","172754","Pacific Ocean","Asia",,
"Fish","172759","Pacific Ocean","Asia",,
"Fish","172757","Pacific Ocean","Asia",,
"Fish","172758","Pacific Ocean","Asia",,
"Fish","172752","Pacific Ocean","Asia",,
"Fish","172760","Pacific Ocean","Asia",,
"Fish","172755","Pacific Ocean","Asia",,
"Fish","172897","Pacific Ocean","Asia",,
"Fish","172894","Pacific Ocean","Asia",,
"Fish","172898","Pacific Ocean","Asia",,
"Fish","172893","Pacific Ocean","Asia",,
"Fish","172895","Pacific Ocean","Asia",,
"Fish","172978","Pacific Ocean","Asia",,
"Fish","172761","Pacific Ocean","Asia",,
"Fish","172749","Pacific Ocean","Asia",,
"Fish","180229","Pacific Ocean","Asia",,
"Fish","172742","Pacific Ocean","Asia",,
"Fish","172747","Pacific Ocean","Asia",,
"Fish","172745","Pacific Ocean","Asia",,
"Fish","172750","Pacific Ocean","Asia",,
"Fish","172751","Pacific Ocean","Asia",,
"Fish","172753","Pacific Ocean","Asia",,
"Fish","172748","Pacific Ocean","Asia",,
"Fish","172903","Pacific Ocean","Asia",,
"Fish","172744","Pacific Ocean","Asia",,
"Fish","171060","Pacific Ocean","Asia",,
"Fish","171061","Pacific Ocean","Asia",,
"Fish","171063","Pacific Ocean","Asia",,
"Fish","171064","Pacific Ocean","Asia",,
"Fish","171062","Pacific Ocean","Asia",,
"Fish","172746","Pacific Ocean","Asia",,
"Fish","172925","Pacific Ocean","Asia",,
"Fish","172892","Pacific Ocean","Asia",,
"Fish","172913","Pacific Ocean","Asia",,
"Fish","172911","Pacific Ocean","Asia",,
"Fish","172916","Pacific Ocean","Asia",,
"Fish","172918","Pacific Ocean","Asia",,
"Fish","172917","Pacific Ocean","Asia",,
"Fish","172924","Pacific Ocean","Asia",,
"Fish","172915","Pacific Ocean","Asia",,
"Fish","172919","Pacific Ocean","Asia",,
"Fish","172921","Pacific Ocean","Asia",,
"Fish","172914","Pacific Ocean","Asia",,
"Fish","171065","Pacific Ocean","Asia",,
"Fish","171068","Pacific Ocean","Asia",,
"Fish","171069","Pacific Ocean","Asia",,
"Fish","172741","Pacific Ocean","Asia",,
"Fish","172923","Pacific Ocean","Asia",,
"Fish","172762","Pacific Ocean","Asia",,
"Fish","172901","Pacific Ocean","Asia",,
"Fish","172902","Pacific Ocean","Asia",,
"Fish","172899","Pacific Ocean","Asia",,
"Fish","172904","Pacific Ocean","Asia",,
"Fish","172906","Pacific Ocean","Asia",,
"Fish","172905","Pacific Ocean","Asia",,
"Fish","172912","Pacific Ocean","Asia",,
"Fish","172908","Pacific Ocean","Asia",,
"Fish","171067","Pacific Ocean","Asia",,
"Fish","172764","Pacific Ocean","Asia",,
"Fish","172763","Pacific Ocean","Asia",,
"Fish","172910","Pacific Ocean","Asia",,
"Fish","172909","Pacific Ocean","Asia",,
"Fish","172920","Pacific Ocean","Asia",,
"Fish","172922","Pacific Ocean","Asia",,
"Fish","172900","Pacific Ocean","Asia",,
"Fish","194078","Pacific Ocean","Asia",,
"Fish","170928","Pacific Ocean","Asia",,
"Fish","170932","Pacific Ocean","Asia",,
"Fish","170913","Pacific Ocean","Asia",,
"Fish","170909","Pacific Ocean","Asia",,
"Fish","170908","Pacific Ocean","Asia",,
"Fish","170905","Pacific Ocean","Asia",,
"Fish","170910","Pacific Ocean","Asia",,
"Fish","170917","Pacific Ocean","Asia",,
"Fish","170911","Pacific Ocean","Asia",,
"Fish","170930","Pacific Ocean","Asia",,
"Fish","173080","Pacific Ocean","Asia",,
"Fish","170915","Pacific Ocean","Asia",,
"Fish","170907","Pacific Ocean","Asia",,
"Fish","170919","Pacific Ocean","Asia",,
"Fish","170926","Pacific Ocean","Asia",,
"Fish","170923","Pacific Ocean","Asia",,
"Fish","170925","Pacific Ocean","Asia",,
"Fish","170922","Pacific Ocean","Asia",,
"Fish","173081","Pacific Ocean","Asia",,
"Fish","170933","Pacific Ocean","Asia",,
"Fish","178685","Pacific Ocean","Asia",,
"Fish","173185","Pacific Ocean","Asia",,
"Fish","173180","Pacific Ocean","Asia",,
"Fish","173182","Pacific Ocean","Asia",,
"Fish","173193","Pacific Ocean","Asia",,
"Fish","173184","Pacific Ocean","Asia",,
"Fish","173192","Pacific Ocean","Asia",,
"Fish","173181","Pacific Ocean","Asia",,
"Fish","170934","Pacific Ocean","Asia",,
"Fish","173074","Pacific Ocean","Asia",,
"Fish","178715","Pacific Ocean","Asia",,
"Fish","178706","Pacific Ocean","Asia",,
"Fish","178714","Pacific Ocean","Asia",,
"Fish","178711","Pacific Ocean","Asia",,
"Fish","178705","Pacific Ocean","Asia",,
"Fish","178709","Pacific Ocean","Asia",,
"Fish","172826","Pacific Ocean","Asia",,
"Fish","172825","Pacific Ocean","Asia",,
"Fish","178683","Pacific Ocean","Asia",,
"Fish","178686","Pacific Ocean","Asia",,
"Fish","170912","Pacific Ocean","Asia",,
"Fish","173070","Pacific Ocean","Asia",,
"Fish","178688","Pacific Ocean","Asia",,
"Fish","173073","Pacific Ocean","Asia",,
"Fish","172819","Pacific Ocean","Asia",,
"Fish","173072","Pacific Ocean","Asia",,
"Fish","173065","Pacific Ocean","Asia",,
"Fish","173077","Pacific Ocean","Asia",,
"Fish","173066","Pacific Ocean","Asia",,
"Fish","170918","Pacific Ocean","Asia",,
"Fish","178684","Pacific Ocean","Asia",,
"Fish","178687","Pacific Ocean","Asia",,
"Fish","178682","Pacific Ocean","Asia",,
"Fish","172809","Pacific Ocean","Asia",,
"Fish","172816","Pacific Ocean","Asia",,
"Fish","172824","Pacific Ocean","Asia",,
"Fish","172821","Pacific Ocean","Asia",,
"Fish","172817","Pacific Ocean","Asia",,
"Fish","173067","Pacific Ocean","Asia",,
"Fish","172767","Pacific Ocean","Asia",,
"Fish","172808","Pacific Ocean","Asia",,
"Fish","172775","Pacific Ocean","Asia",,
"Fish","172773","Pacific Ocean","Asia",,
"Fish","172777","Pacific Ocean","Asia",,
"Fish","170936","Pacific Ocean","Asia",,
"Fish","170937","Pacific Ocean","Asia",,
"Fish","178697","Pacific Ocean","Asia",,
"Fish","178696","Pacific Ocean","Asia",,
"Fish","178695","Pacific Ocean","Asia",,
"Fish","178700","Pacific Ocean","Asia",,
"Fish","178701","Pacific Ocean","Asia",,
"Fish","178699","Pacific Ocean","Asia",,
"Fish","178702","Pacific Ocean","Asia",,
"Fish","172774","Pacific Ocean","Asia",,
"Fish","170924","Pacific Ocean","Asia",,
"Fish","178764","Pacific Ocean","Asia",,
"Fish","170921","Pacific Ocean","Asia",,
"Fish","170920","Pacific Ocean","Asia",,
"Fish","170927","Pacific Ocean","Asia",,
"Fish","170931","Pacific Ocean","Asia",,
"Fish","178698","Pacific Ocean","Asia",,
"Fish","170935","Pacific Ocean","Asia",,
"Fish","172765","Pacific Ocean","Asia",,
"Fish","172771","Pacific Ocean","Asia",,
"Fish","172766","Pacific Ocean","Asia",,
"Fish","172769","Pacific Ocean","Asia",,
"Fish","172768","Pacific Ocean","Asia",,
"Fish","172770","Pacific Ocean","Asia",,
"Fish","172784","Pacific Ocean","Asia",,
"Fish","170929","Pacific Ocean","Asia",,
"Fish","172798","Pacific Ocean","Asia",,
"Fish","172806","Pacific Ocean","Asia",,
"Fish","172804","Pacific Ocean","Asia",,
"Fish","172811","Pacific Ocean","Asia",,
"Fish","178716","Pacific Ocean","Asia",,
"Fish","172807","Pacific Ocean","Asia",,
"Fish","178731","Pacific Ocean","Asia",,
"Fish","172815","Pacific Ocean","Asia",,
"Fish","172814","Pacific Ocean","Asia",,
"Fish","172810","Pacific Ocean","Asia",,
"Fish","172812","Pacific Ocean","Asia",,
"Fish","172805","Pacific Ocean","Asia",,
"Fish","172800","Pacific Ocean","Asia",,
"Fish","172801","Pacific Ocean","Asia",,
"Fish","172779","Pacific Ocean","Asia",,
"Fish","172791","Pacific Ocean","Asia",,
"Fish","172786","Pacific Ocean","Asia",,
"Fish","172780","Pacific Ocean","Asia",,
"Fish","172787","Pacific Ocean","Asia",,
"Fish","172782","Pacific Ocean","Asia",,
"Fish","172785","Pacific Ocean","Asia",,
"Fish","172792","Pacific Ocean","Asia",,
"Fish","172802","Pacific Ocean","Asia",,
"Fish","172795","Pacific Ocean","Asia",,
"Fish","172797","Pacific Ocean","Asia",,
"Fish","172799","Pacific Ocean","Asia",,
"Fish","172793","Pacific Ocean","Asia",,
"Fish","172794","Pacific Ocean","Asia",,
"Fish","172796","Pacific Ocean","Asia",,
"Fish","172813","Pacific Ocean","Asia",,
"Fish","172803","Pacific Ocean","Asia",,
"Fish","170894","Pacific Ocean","Asia",,
"Fish","173136","Pacific Ocean","Asia",,
"Fish","173141","Pacific Ocean","Asia",,
"Fish","173142","Pacific Ocean","Asia",,
"Fish","173143","Pacific Ocean","Asia",,
"Fish","173131","Pacific Ocean","Asia",,
"Fish","173093","Pacific Ocean","Asia",,
"Fish","173085","Pacific Ocean","Asia",,
"Fish","173088","Pacific Ocean","Asia",,
"Fish","178443","Pacific Ocean","Asia",,
"Fish","178446","Pacific Ocean","Asia",,
"Fish","178445","Pacific Ocean","Asia",,
"Fish","178449","Pacific Ocean","Asia",,
"Fish","178758","Pacific Ocean","Asia",,
"Fish","170884","Pacific Ocean","Asia",,
"Fish","173135","Pacific Ocean","Asia",,
"Fish","170895","Pacific Ocean","Asia",,
"Fish","170904","Pacific Ocean","Asia",,
"Fish","170896","Pacific Ocean","Asia",,
"Fish","170900","Pacific Ocean","Asia",,
"Fish","170903","Pacific Ocean","Asia",,
"Fish","170901","Pacific Ocean","Asia",,
"Fish","170902","Pacific Ocean","Asia",,
"Fish","170897","Pacific Ocean","Asia",,
"Fish","170899","Pacific Ocean","Asia",,
"Fish","178704","Pacific Ocean","Asia",,
"Fish","178751","Pacific Ocean","Asia",,
"Fish","178713","Pacific Ocean","Asia",,
"Fish","178450","Pacific Ocean","Asia",,
"Fish","170891","Pacific Ocean","Asia",,
"Fish","172789","Pacific Ocean","Asia",,
"Fish","172790","Pacific Ocean","Asia",,
"Fish","172772","Pacific Ocean","Asia",,
"Fish","172776","Pacific Ocean","Asia",,
"Fish","172778","Pacific Ocean","Asia",,
"Fish","172781","Pacific Ocean","Asia",,
"Fish","170944","Pacific Ocean","Asia",,
"Fish","170887","Pacific Ocean","Asia",,
"Fish","170890","Pacific Ocean","Asia",,
"Fish","170882","Pacific Ocean","Asia",,
"Fish","170892","Pacific Ocean","Asia",,
"Fish","170893","Pacific Ocean","Asia",,
"Fish","173140","Pacific Ocean","Asia",,
"Fish","170889","Pacific Ocean","Asia",,
"Fish","173132","Pacific Ocean","Asia",,
"Fish","170886","Pacific Ocean","Asia",,
"Fish","172783","Pacific Ocean","Asia",,
"Fish","170888","Pacific Ocean","Asia",,
"Fish","170883","Pacific Ocean","Asia",,
"Fish","178791","Pacific Ocean","Asia",,
"Fish","178790","Pacific Ocean","Asia",,
"Fish","178773","Pacific Ocean","Asia",,
"Fish","181290","Pacific Ocean","Asia",,
"Fish","178811","Pacific Ocean","Asia",,
"Fish","173134","Pacific Ocean","Asia",,
"Fish","173133","Pacific Ocean","Asia",,
"Fish","173130","Pacific Ocean","Asia",,
"Fish","178761","Pacific Ocean","Asia",,
"Fish","170885","Pacific Ocean","Asia",,
"Fish","173059","Pacific Ocean","Asia",,
"Fish","173058","Pacific Ocean","Asia",,
"Fish","178729","Pacific Ocean","Asia",,
"Fish","178720","Pacific Ocean","Asia",,
"Fish","178725","Pacific Ocean","Asia",,
"Fish","178733","Pacific Ocean","Asia",,
"Fish","178727","Pacific Ocean","Asia",,
"Fish","178723","Pacific Ocean","Asia",,
"Fish","178717","Pacific Ocean","Asia",,
"Fish","173060","Pacific Ocean","Asia",,
"Fish","173190","Pacific Ocean","Asia",,
"Fish","173064","Pacific Ocean","Asia",,
"Fish","173191","Pacific Ocean","Asia",,
"Fish","173188","Pacific Ocean","Asia",,
"Fish","178763","Pacific Ocean","Asia",,
"Fish","178721","Pacific Ocean","Asia",,
"Fish","178724","Pacific Ocean","Asia",,
"Fish","178707","Pacific Ocean","Asia",,
"Fish","178712","Pacific Ocean","Asia",,
"Fish","178703","Pacific Ocean","Asia",,
"Fish","178708","Pacific Ocean","Asia",,
"Fish","178710","Pacific Ocean","Asia",,
"Fish","178722","Pacific Ocean","Asia",,
"Fish","178728","Pacific Ocean","Asia",,
"Fish","173057","Pacific Ocean","Asia",,
"Fish","178718","Pacific Ocean","Asia",,
"Fish","178726","Pacific Ocean","Asia",,
"Fish","178732","Pacific Ocean","Asia",,
"Fish","178719","Pacific Ocean","Asia",,
"Fish","178730","Pacific Ocean","Asia",,
"Fish","178734","Pacific Ocean","Asia",,
"Fish","172788","Pacific Ocean","Asia",,
"Fish","178770","Pacific Ocean","Asia",,
"Fish","178754","Pacific Ocean","Asia",,
"Fish","178752","Pacific Ocean","Asia",,
"Fish","178760","Pacific Ocean","Asia",,
"Fish","178769","Pacific Ocean","Asia",,
"Fish","170898","Pacific Ocean","Asia",,
"Fish","170916","Pacific Ocean","Asia",,
"Fish","170906","Pacific Ocean","Asia",,
"Fish","170914","Pacific Ocean","Asia",,
"Fish","173186","Pacific Ocean","Asia",,
"Fish","178766","Pacific Ocean","Asia",,
"Fish","178767","Pacific Ocean","Asia",,
"Fish","178762","Pacific Ocean","Asia",,
"Fish","178768","Pacific Ocean","Asia",,
"Fish","178756","Pacific Ocean","Asia",,
"Fish","173075","Pacific Ocean","Asia",,
"Fish","173078","Pacific Ocean","Asia",,
"Fish","173079","Pacific Ocean","Asia",,
"Fish","173062","Pacific Ocean","Asia",,
"Fish","173061","Pacific Ocean","Asia",,
"Fish","173063","Pacific Ocean","Asia",,
"Fish","173189","Pacific Ocean","Asia",,
"Fish","173183","Pacific Ocean","Asia",,
"Fish","173187","Pacific Ocean","Asia",,
"Fish","173055","Pacific Ocean","Asia",,
"Fish","173056","Pacific Ocean","Asia",,
"Fish","178755","Pacific Ocean","Asia",,
"Fish","82774","Pacific Ocean","Asia",,
"Fish","82775","Pacific Ocean","Asia",,
"Fish","82773","Pacific Ocean","Asia",,
"Fish","82776","Pacific Ocean","Asia",,
"Fish","82780","Pacific Ocean","Asia",,
"Fish","82779","Pacific Ocean","Asia",,
"Fish","82769","Pacific Ocean","Asia",,
"Fish","82771","Pacific Ocean","Asia",,
"Fish","82772","Pacific Ocean","Asia",,
"Fish","82770","Pacific Ocean","Asia",,
"Fish","82778","Pacific Ocean","Asia",,
"Fish","82777","Pacific Ocean","Asia",,
"Fish","199848","Unknown",,,
"Fish","199853","Unknown",,,
"Fish","199849","Unknown",,,
"Fish","199851","Unknown",,,
"Fish","199852","Unknown",,,
"Fish","199847","Unknown",,,
"Fish","199867","Unknown",,,
"Fish","200813","Unknown",,,
"Fish","200483","Unknown",,,
"Fish","200482","Unknown",,,
"Fish","200481","Unknown",,,
"Fish","200479","Unknown",,,
"Fish","200478","Unknown",,,
"Fish","199875","Unknown",,,
"Fish","199874","Unknown",,,
"Fish","199873","Unknown",,,
"Fish","199872","Unknown",,,
"Fish","199871","Unknown",,,
"Fish","200814","Unknown",,,
"Fish","199869","Unknown",,,
"Fish","199868","Unknown",,,
"Fish","199854","Unknown",,,
"Fish","199866","Unknown",,,
"Fish","199865","Unknown",,,
"Fish","199864","Unknown",,,
"Fish","199863","Unknown",,,
"Fish","199862","Unknown",,,
"Fish","199861","Unknown",,,
"Fish","199860","Unknown",,,
"Fish","199859","Unknown",,,
"Fish","199858","Unknown",,,
"Fish","199857","Unknown",,,
"Fish","199856","Unknown",,,
"Fish","199855","Unknown",,,
"Fish","199870","Unknown",,,
"Fish","203223",,"North America",,
"Fish","203232",,"North America",,
"Fish","203231",,"North America",,
"Fish","203229",,"North America",,
"Fish","203227",,"North America",,
"Fish","203226",,"North America",,
"Fish","203224",,"North America",,
"Fish","203230",,"North America",,
"Fish","203225",,"North America",,
"Fish","203228",,"North America",,
"Fish","198050",,"North America",,
"Fish","198049",,"North America",,
"Fish","198048",,"North America",,
"Fish","198047",,"North America",,
"Fish","198046",,"North America",,
"Fish","198045",,"North America",,
"Fish","198044",,"North America",,
"Fish","203212",,"North America",,
"Fish","203222",,"North America",,
"Fish","203221",,"North America",,
"Fish","203220",,"North America",,
"Fish","203219",,"North America",,
"Fish","203218",,"North America",,
"Fish","203217",,"North America",,
"Fish","203209",,"North America",,
"Fish","203233",,"North America",,
"Fish","203211",,"North America",,
"Fish","203216",,"North America",,
"Fish","203215",,"North America",,
"Fish","203214",,"North America",,
"Fish","203213",,"North America",,
"Fish","203210",,"North America",,
"Fish","195769",,"North America",,
"Fish","195770",,"North America",,
"Fish","195772",,"North America",,
"Fish","195771",,"North America",,
"Fish","190892",,"North America",,
"Fish","194079",,"North America",,
"Fish","19624","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","19625","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196794","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196798","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196803","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196802","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196801","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196800","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196797","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196799","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196824","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196825","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196796","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196795","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","196610","N. America","North America",,
"Fish","47819","N. America","North America",,
"Fish","47833","N. America","North America",,
"Fish","47822","N. America","North America",,
"Fish","47829","N. America","North America",,
"Fish","47820","N. America","North America",,
"Fish","47825","N. America","North America",,
"Fish","47828","N. America","North America",,
"Fish","47832","N. America","North America",,
"Fish","47821","N. America","North America",,
"Fish","47816","N. America","North America",,
"Fish","47827","N. America","North America",,
"Fish","47826","N. America","North America",,
"Fish","47824","N. America","North America",,
"Fish","47823","N. America","North America",,
"Fish","47830","N. America","North America",,
"Fish","47818","N. America","North America",,
"Fish","47817","N. America","North America",,
"Fish","47831","N. America","North America",,
"Fish","195075","N. America","North America",,
"Fish","196609","N. America","North America",,
"Fish","195083","N. America","North America",,
"Fish","194784","N. America","North America",,
"Fish","194785","N. America","North America",,
"Fish","194783","N. America","North America",,
"Fish","194782","N. America","North America",,
"Fish","194781","N. America","North America",,
"Fish","194786","N. America","North America",,
"Fish","195159","N. America","North America",,
"Fish","165762","N. America","North America",,
"Fish","165763","N. America","North America",,
"Fish","165760","N. America","North America",,
"Fish","165759","N. America","North America",,
"Fish","165754","N. America","North America",,
"Fish","165764","N. America","North America",,
"Fish","165755","N. America","North America",,
"Fish","165752","N. America","North America",,
"Fish","165758","N. America","North America",,
"Fish","165761","N. America","North America",,
"Fish","165765","N. America","North America",,
"Fish","165750","N. America","North America",,
"Fish","165756","N. America","North America",,
"Fish","165757","N. America","North America",,
"Fish","165753","N. America","North America",,
"Fish","165751","N. America","North America",,
"Fish","187488","N. America","North America",,
"Fish","187495","N. America","North America",,
"Fish","187496","N. America","North America",,
"Fish","187489","N. America","North America",,
"Fish","187493","N. America","North America",,
"Fish","187497","N. America","North America",,
"Fish","187490","N. America","North America",,
"Fish","187501","N. America","North America",,
"Fish","187500","N. America","North America",,
"Fish","187498","N. America","North America",,
"Fish","187492","N. America","North America",,
"Fish","187491","N. America","North America",,
"Fish","187499","N. America","North America",,
"Fish","187494","N. America","North America",,
"Fish","195158","N. America","North America",,
"Fish","195157","N. America","North America",,
"Fish","195074","N. America","North America",,
"Fish","195168","N. America","North America",,
"Fish","195167","N. America","North America",,
"Fish","195257","N. America","North America",,
"Fish","195260","N. America","North America",,
"Fish","195258","N. America","North America",,
"Fish","195247","N. America","North America",,
"Fish","195256","N. America","North America",,
"Fish","195246","N. America","North America",,
"Fish","195245","N. America","North America",,
"Fish","195255","N. America","North America",,
"Fish","195254","N. America","North America",,
"Fish","195253","N. America","North America",,
"Fish","195252","N. America","North America",,
"Fish","195251","N. America","North America",,
"Fish","195250","N. America","North America",,
"Fish","195259","N. America","North America",,
"Fish","195249","N. America","North America",,
"Fish","195248","N. America","North America",,
"Fish","193623","N. America","North America",,
"Fish","193622","N. America","North America",,
"Fish","195082","N. America","North America",,
"Fish","195084","N. America","North America",,
"Fish","195081","N. America","North America",,
"Fish","189927","North and Central America","North America",,
"Fish","189933","North and Central America","North America",,
"Fish","189935","North and Central America","North America",,
"Fish","189929","North and Central America","North America",,
"Fish","189930","North and Central America","North America",,
"Fish","189928","North and Central America","North America",,
"Fish","189954","North and Central America","North America",,
"Fish","189931","North and Central America","North America",,
"Fish","189932","North and Central America","North America",,
"Fish","189937","North and Central America","North America",,
"Fish","189938","North and Central America","North America",,
"Fish","189936","North and Central America","North America",,
"Fish","189934","North and Central America","North America",,
"Fish","189952","North and Central America","North America",,
"Fish","189957","North and Central America","North America",,
"Fish","189959","North and Central America","North America",,
"Fish","189955","North and Central America","North America",,
"Fish","189953","North and Central America","North America",,
"Fish","189956","North and Central America","North America",,
"Fish","189960","North and Central America","North America",,
"Fish","189939","North and Central America","North America",,
"Fish","189958","North and Central America","North America",,
"Fish","189950","North and Central America","North America",,
"Fish","189949","North and Central America","North America",,
"Fish","189951","North and Central America","North America",,
"Fish","189948","North and Central America","North America",,
"Fish","189947","North and Central America","North America",,
"Fish","189946","North and Central America","North America",,
"Fish","11148","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11147","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11146","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","10777","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","94329","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","94332","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","94330","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","94331","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","198181","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11140","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11133","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11132","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11134","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11137","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11142","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11143","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11144","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11141","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11131","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11145","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11138","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","10779","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","10775","Pacific Ocean","Oceania",,"North Pacific Ocean"
"Fish","11130","Pacific Ocean","Oceania",,"North Pacific Ocean"
