"collectionCode","catalogNumber","verbatimContinent","Continent","verbatimWaterBody","Waterbody"
"Fish","17094","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","17090","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","17089","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","14730","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","14721","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","17093","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","141624","Atlantic Ocean",,,"Atlantic Ocean"
"Fish","180287","Atlantic Ocean","Africa",,"Atlantic Ocean"
"Fish","187713","Atlantic Ocean","Africa",,"Atlantic Ocean"
"Fish","183080","Atlantic Ocean","South America",,"South Atlantic Ocean"
"Fish","17805","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17807","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17810","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17811","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17806","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17799","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17802","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17801","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17808","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17809","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17797","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17798","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17800","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17803","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17793","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17795","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17796","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17794","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","17804","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","189569","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189573","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189571","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189572","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189570","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189568","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189575","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189576","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","189574","Atlantic Ocean","South America",,"Caribbean Sea"
"Fish","180140","Atlantic Ocean","South America",,
"Fish","180139","Atlantic Ocean","South America",,"Atlantic Ocean"
"Fish","8916","Atlantic Ocean","North America",,"North Atlantic Ocean"
"Fish","72327","Australia","Australasia",,
"Fish","80501","Australia","Australasia",,
"Fish","72324","Australia","Australasia",,
"Fish","72326","Australia","Australasia",,
"Fish","72328","Australia","Australasia",,
"Fish","72329","Australia","Australasia",,
"Fish","180039","Australia","Australasia",,
"Fish","180040","Australia","Australasia",,
"Fish","180037","Australia","Australasia",,
"Fish","180035","Australia","Australasia",,
"Fish","180036","Australia","Australasia",,
"Fish","180038","Australia","Australasia",,
"Fish","180027","Australia","Australasia",,
"Fish","180029","Australia","Australasia",,
"Fish","180026","Australia","Australasia",,
"Fish","180025","Australia","Australasia",,
"Fish","180024","Australia","Australasia",,
"Fish","180028","Australia","Australasia",,
"Fish","180043","Australia","Australasia",,
"Fish","180042","Australia","Australasia",,
"Fish","180023","Australia","Australasia",,
"Fish","180022","Australia","Australasia",,
"Fish","180044","Australia","Australasia",,
"Fish","180041","Australia","Australasia",,
"Fish","180045","Australia","Australasia",,
"Fish","180033","Australia","Australasia",,
"Fish","180034","Australia","Australasia",,
"Fish","180030","Australia","Australasia",,
"Fish","180031","Australia","Australasia",,
"Fish","180046","Australia","Australasia",,
"Fish","180032","Australia","Australasia",,
"Fish","72325","Australia","Australasia",,
"Fish","72330","Australia","Australasia",,
"Fish","72331","Australia","Australasia",,
"Fish","72322","Australia","Australasia",,
"Fish","72321","Australia","Australasia",,
"Fish","72323","Australia","Australasia",,
"Fish","125558","Australia","Australasia",,
"Fish","202722","Australia","Oceania",,"South Pacific Ocean"
"Fish","202723","Australia","Oceania",,"South Pacific Ocean"
"Fish","79180","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79183","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79181","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79184","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79335","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79332","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79350","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79364","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79334","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79286","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79314","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79316","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79349","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79347","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79339","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79367","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79361","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79293","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79295","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79308","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79306","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79313","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79309","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79307","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79329","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79302","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79351","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79299","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79291","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79296","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","94242","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79311","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","94243","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79285","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79294","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79289","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79292","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79290","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79288","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79287","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79300","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79278","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79327","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79325","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79330","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79328","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79320","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79319","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79321","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79344","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79315","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79279","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79353","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79277","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79326","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79280","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79275","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79282","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79281","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79283","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79304","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79301","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79312","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79331","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79338","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79368","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79276","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79337","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79365","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79366","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79352","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79355","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79358","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79354","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79356","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79348","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79357","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79341","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79333","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79317","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79362","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79324","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79346","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79340","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79345","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79342","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79363","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79323","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79310","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79318","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79359","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79322","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79336","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79360","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79260","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79182","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79189","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79187","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79186","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79191","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79188","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79268","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79269","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79267","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79270","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79343","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79259","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79185","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79255","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79258","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79257","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79256","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79254","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79262","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79266","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79263","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79265","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79264","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79261","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79246","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79303","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79298","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79297","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79284","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79245","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79190","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79247","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79305","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79248","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79251","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79253","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79252","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79199","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79249","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79200","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79250","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","178111","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79202","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79201","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79203","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79274","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79272","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79273","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","79271","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22684","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22685","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22680","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","180337","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","180338","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22682","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22683","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18853","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18852","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","181668","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18832","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","180353","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","22681","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18835","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","180138","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18836","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18837","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18848","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18847","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18851","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18849","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","18850","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","83164","Caribbean Sea","North America",,"Caribbean Sea"
"Fish","94022","Caribbean Sea","South America",,"Caribbean Sea"
"Fish","83168","Indian Ocean",,,"Indian Ocean"
"Fish","87116","Indian Ocean",,,"Indian Ocean"
"Fish","87117","Indian Ocean",,,"Indian Ocean"
"Fish","141623","Indian Ocean","Asia",,"Indian Ocean"
"Fish","195177","N. America","North America",,
"Fish","196422","N. America","North America",,
"Fish","200811","North and Central America","North America",,
"Fish","5971","null",,,
"Fish","39574","null",,,
"Fish","72945","Pacific Ocean",,,"Pacific Ocean"
"Fish","72944","Pacific Ocean",,,"Pacific Ocean"
"Fish","72943","Pacific Ocean",,,"Pacific Ocean"
"Fish","72942","Pacific Ocean",,,"Pacific Ocean"
"Fish","72941","Pacific Ocean",,,"Pacific Ocean"
"Fish","81104","Pacific Ocean",,,"Pacific Ocean"
"Fish","180212","Pacific Ocean","Asia",,
"Fish","180217","Pacific Ocean","Asia",,
"Fish","178879","Pacific Ocean","Asia",,
"Fish","178874","Pacific Ocean","Asia",,
"Fish","180206","Pacific Ocean","Asia",,
"Fish","178866","Pacific Ocean","Asia",,
"Fish","178867","Pacific Ocean","Asia",,
"Fish","178870","Pacific Ocean","Asia",,
"Fish","180211","Pacific Ocean","Asia",,
"Fish","180218","Pacific Ocean","Asia",,
"Fish","180204","Pacific Ocean","Asia",,
"Fish","180216","Pacific Ocean","Asia",,
"Fish","178890","Pacific Ocean","Asia",,
"Fish","178868","Pacific Ocean","Asia",,
"Fish","178873","Pacific Ocean","Asia",,
"Fish","178893","Pacific Ocean","Asia",,
"Fish","178882","Pacific Ocean","Asia",,
"Fish","178897","Pacific Ocean","Asia",,
"Fish","178892","Pacific Ocean","Asia",,
"Fish","178896","Pacific Ocean","Asia",,
"Fish","170946","Pacific Ocean","Asia",,
"Fish","178891","Pacific Ocean","Asia",,
"Fish","180214","Pacific Ocean","Asia",,
"Fish","178898","Pacific Ocean","Asia",,
"Fish","178889","Pacific Ocean","Asia",,
"Fish","178894","Pacific Ocean","Asia",,
"Fish","170945","Pacific Ocean","Asia",,
"Fish","180208","Pacific Ocean","Asia",,
"Fish","180220","Pacific Ocean","Asia",,
"Fish","180213","Pacific Ocean","Asia",,
"Fish","178895","Pacific Ocean","Asia",,
"Fish","171010","Pacific Ocean","Asia",,
"Fish","171021","Pacific Ocean","Asia",,
"Fish","178550","Pacific Ocean","Asia",,
"Fish","173156","Pacific Ocean","Asia",,
"Fish","173152","Pacific Ocean","Asia",,
"Fish","173148","Pacific Ocean","Asia",,
"Fish","173147","Pacific Ocean","Asia",,
"Fish","173149","Pacific Ocean","Asia",,
"Fish","173154","Pacific Ocean","Asia",,
"Fish","171008","Pacific Ocean","Asia",,
"Fish","173153","Pacific Ocean","Asia",,
"Fish","171002","Pacific Ocean","Asia",,
"Fish","171012","Pacific Ocean","Asia",,
"Fish","171019","Pacific Ocean","Asia",,
"Fish","171020","Pacific Ocean","Asia",,
"Fish","171022","Pacific Ocean","Asia",,
"Fish","171017","Pacific Ocean","Asia",,
"Fish","178875","Pacific Ocean","Asia",,
"Fish","171009","Pacific Ocean","Asia",,
"Fish","178536","Pacific Ocean","Asia",,
"Fish","178532","Pacific Ocean","Asia",,
"Fish","178533","Pacific Ocean","Asia",,
"Fish","178547","Pacific Ocean","Asia",,
"Fish","173146","Pacific Ocean","Asia",,
"Fish","173144","Pacific Ocean","Asia",,
"Fish","173145","Pacific Ocean","Asia",,
"Fish","178540","Pacific Ocean","Asia",,
"Fish","173157","Pacific Ocean","Asia",,
"Fish","178537","Pacific Ocean","Asia",,
"Fish","171023","Pacific Ocean","Asia",,
"Fish","178541","Pacific Ocean","Asia",,
"Fish","178529","Pacific Ocean","Asia",,
"Fish","178530","Pacific Ocean","Asia",,
"Fish","178534","Pacific Ocean","Asia",,
"Fish","178543","Pacific Ocean","Asia",,
"Fish","173155","Pacific Ocean","Asia",,
"Fish","173151","Pacific Ocean","Asia",,
"Fish","178539","Pacific Ocean","Asia",,
"Fish","178863","Pacific Ocean","Asia",,
"Fish","171024","Pacific Ocean","Asia",,
"Fish","178830","Pacific Ocean","Asia",,
"Fish","178842","Pacific Ocean","Asia",,
"Fish","178831","Pacific Ocean","Asia",,
"Fish","178880","Pacific Ocean","Asia",,
"Fish","178862","Pacific Ocean","Asia",,
"Fish","178876","Pacific Ocean","Asia",,
"Fish","178829","Pacific Ocean","Asia",,
"Fish","178869","Pacific Ocean","Asia",,
"Fish","178835","Pacific Ocean","Asia",,
"Fish","178545","Pacific Ocean","Asia",,
"Fish","178872","Pacific Ocean","Asia",,
"Fish","178546","Pacific Ocean","Asia",,
"Fish","178877","Pacific Ocean","Asia",,
"Fish","178881","Pacific Ocean","Asia",,
"Fish","178878","Pacific Ocean","Asia",,
"Fish","178864","Pacific Ocean","Asia",,
"Fish","178865","Pacific Ocean","Asia",,
"Fish","178834","Pacific Ocean","Asia",,
"Fish","171018","Pacific Ocean","Asia",,
"Fish","171016","Pacific Ocean","Asia",,
"Fish","172736","Pacific Ocean","Asia",,
"Fish","172738","Pacific Ocean","Asia",,
"Fish","172737","Pacific Ocean","Asia",,
"Fish","171031","Pacific Ocean","Asia",,
"Fish","171032","Pacific Ocean","Asia",,
"Fish","178832","Pacific Ocean","Asia",,
"Fish","173150","Pacific Ocean","Asia",,
"Fish","178871","Pacific Ocean","Asia",,
"Fish","178841","Pacific Ocean","Asia",,
"Fish","178839","Pacific Ocean","Asia",,
"Fish","178840","Pacific Ocean","Asia",,
"Fish","178838","Pacific Ocean","Asia",,
"Fish","178837","Pacific Ocean","Asia",,
"Fish","178833","Pacific Ocean","Asia",,
"Fish","178836","Pacific Ocean","Asia",,
"Fish","171034","Pacific Ocean","Asia",,
"Fish","178563","Pacific Ocean","Asia",,
"Fish","171093","Pacific Ocean","Asia",,
"Fish","171092","Pacific Ocean","Asia",,
"Fish","171091","Pacific Ocean","Asia",,
"Fish","170858","Pacific Ocean","Asia",,
"Fish","170859","Pacific Ocean","Asia",,
"Fish","178564","Pacific Ocean","Asia",,
"Fish","178567","Pacific Ocean","Asia",,
"Fish","178566","Pacific Ocean","Asia",,
"Fish","178565","Pacific Ocean","Asia",,
"Fish","178568","Pacific Ocean","Asia",,
"Fish","178560","Pacific Ocean","Asia",,
"Fish","170967","Pacific Ocean","Asia",,
"Fish","178562","Pacific Ocean","Asia",,
"Fish","172887","Pacific Ocean","Asia",,
"Fish","173027","Pacific Ocean","Asia",,
"Fish","173035","Pacific Ocean","Asia",,
"Fish","170950","Pacific Ocean","Asia",,
"Fish","170953","Pacific Ocean","Asia",,
"Fish","170949","Pacific Ocean","Asia",,
"Fish","178816","Pacific Ocean","Asia",,
"Fish","178814","Pacific Ocean","Asia",,
"Fish","178815","Pacific Ocean","Asia",,
"Fish","178813","Pacific Ocean","Asia",,
"Fish","178821","Pacific Ocean","Asia",,
"Fish","178820","Pacific Ocean","Asia",,
"Fish","178819","Pacific Ocean","Asia",,
"Fish","178561","Pacific Ocean","Asia",,
"Fish","170951","Pacific Ocean","Asia",,
"Fish","180221","Pacific Ocean","Asia",,
"Fish","178806","Pacific Ocean","Asia",,
"Fish","170960","Pacific Ocean","Asia",,
"Fish","178531","Pacific Ocean","Asia",,
"Fish","170963","Pacific Ocean","Asia",,
"Fish","170966","Pacific Ocean","Asia",,
"Fish","170962","Pacific Ocean","Asia",,
"Fish","170961","Pacific Ocean","Asia",,
"Fish","170965","Pacific Ocean","Asia",,
"Fish","170964","Pacific Ocean","Asia",,
"Fish","170968","Pacific Ocean","Asia",,
"Fish","170947","Pacific Ocean","Asia",,
"Fish","172890","Pacific Ocean","Asia",,
"Fish","170956","Pacific Ocean","Asia",,
"Fish","172889","Pacific Ocean","Asia",,
"Fish","170954","Pacific Ocean","Asia",,
"Fish","170952","Pacific Ocean","Asia",,
"Fish","170948","Pacific Ocean","Asia",,
"Fish","170957","Pacific Ocean","Asia",,
"Fish","170955","Pacific Ocean","Asia",,
"Fish","170959","Pacific Ocean","Asia",,
"Fish","170939","Pacific Ocean","Asia",,
"Fish","170938","Pacific Ocean","Asia",,
"Fish","170940","Pacific Ocean","Asia",,
"Fish","172891","Pacific Ocean","Asia",,
"Fish","172888","Pacific Ocean","Asia",,
"Fish","173165","Pacific Ocean","Asia",,
"Fish","170958","Pacific Ocean","Asia",,
"Fish","170876","Pacific Ocean","Asia",,
"Fish","178818","Pacific Ocean","Asia",,
"Fish","180209","Pacific Ocean","Asia",,
"Fish","180215","Pacific Ocean","Asia",,
"Fish","170878","Pacific Ocean","Asia",,
"Fish","170880","Pacific Ocean","Asia",,
"Fish","170877","Pacific Ocean","Asia",,
"Fish","170879","Pacific Ocean","Asia",,
"Fish","170881","Pacific Ocean","Asia",,
"Fish","170872","Pacific Ocean","Asia",,
"Fish","170875","Pacific Ocean","Asia",,
"Fish","170874","Pacific Ocean","Asia",,
"Fish","170871","Pacific Ocean","Asia",,
"Fish","180210","Pacific Ocean","Asia",,
"Fish","170873","Pacific Ocean","Asia",,
"Fish","178516","Pacific Ocean","Asia",,
"Fish","170869","Pacific Ocean","Asia",,
"Fish","170861","Pacific Ocean","Asia",,
"Fish","170864","Pacific Ocean","Asia",,
"Fish","170867","Pacific Ocean","Asia",,
"Fish","170860","Pacific Ocean","Asia",,
"Fish","170868","Pacific Ocean","Asia",,
"Fish","170863","Pacific Ocean","Asia",,
"Fish","170866","Pacific Ocean","Asia",,
"Fish","170865","Pacific Ocean","Asia",,
"Fish","170862","Pacific Ocean","Asia",,
"Fish","170855","Pacific Ocean","Asia",,
"Fish","180205","Pacific Ocean","Asia",,
"Fish","170870","Pacific Ocean","Asia",,
"Fish","173167","Pacific Ocean","Asia",,
"Fish","180207","Pacific Ocean","Asia",,
"Fish","173175","Pacific Ocean","Asia",,
"Fish","173173","Pacific Ocean","Asia",,
"Fish","173166","Pacific Ocean","Asia",,
"Fish","173164","Pacific Ocean","Asia",,
"Fish","173158","Pacific Ocean","Asia",,
"Fish","173177","Pacific Ocean","Asia",,
"Fish","173163","Pacific Ocean","Asia",,
"Fish","173160","Pacific Ocean","Asia",,
"Fish","173169","Pacific Ocean","Asia",,
"Fish","173162","Pacific Ocean","Asia",,
"Fish","173179","Pacific Ocean","Asia",,
"Fish","180219","Pacific Ocean","Asia",,
"Fish","173159","Pacific Ocean","Asia",,
"Fish","178817","Pacific Ocean","Asia",,
"Fish","173176","Pacific Ocean","Asia",,
"Fish","173174","Pacific Ocean","Asia",,
"Fish","173178","Pacific Ocean","Asia",,
"Fish","173168","Pacific Ocean","Asia",,
"Fish","173170","Pacific Ocean","Asia",,
"Fish","173161","Pacific Ocean","Asia",,
"Fish","173171","Pacific Ocean","Asia",,
"Fish","178514","Pacific Ocean","Asia",,
"Fish","178513","Pacific Ocean","Asia",,
"Fish","178517","Pacific Ocean","Asia",,
"Fish","178518","Pacific Ocean","Asia",,
"Fish","178515","Pacific Ocean","Asia",,
"Fish","173172","Pacific Ocean","Asia",,
"Fish","173109","Pacific Ocean","Asia",,
"Fish","178807","Pacific Ocean","Asia",,
"Fish","178852","Pacific Ocean","Asia",,
"Fish","178844","Pacific Ocean","Asia",,
"Fish","178809","Pacific Ocean","Asia",,
"Fish","178812","Pacific Ocean","Asia",,
"Fish","172818","Pacific Ocean","Asia",,
"Fish","178810","Pacific Ocean","Asia",,
"Fish","178794","Pacific Ocean","Asia",,
"Fish","173115","Pacific Ocean","Asia",,
"Fish","173120","Pacific Ocean","Asia",,
"Fish","173117","Pacific Ocean","Asia",,
"Fish","173119","Pacific Ocean","Asia",,
"Fish","173114","Pacific Ocean","Asia",,
"Fish","173111","Pacific Ocean","Asia",,
"Fish","178808","Pacific Ocean","Asia",,
"Fish","173089","Pacific Ocean","Asia",,
"Fish","178799","Pacific Ocean","Asia",,
"Fish","173098","Pacific Ocean","Asia",,
"Fish","173096","Pacific Ocean","Asia",,
"Fish","173091","Pacific Ocean","Asia",,
"Fish","173095","Pacific Ocean","Asia",,
"Fish","173094","Pacific Ocean","Asia",,
"Fish","178793","Pacific Ocean","Asia",,
"Fish","173092","Pacific Ocean","Asia",,
"Fish","178803","Pacific Ocean","Asia",,
"Fish","173090","Pacific Ocean","Asia",,
"Fish","173097","Pacific Ocean","Asia",,
"Fish","173083","Pacific Ocean","Asia",,
"Fish","178795","Pacific Ocean","Asia",,
"Fish","178796","Pacific Ocean","Asia",,
"Fish","173126","Pacific Ocean","Asia",,
"Fish","173082","Pacific Ocean","Asia",,
"Fish","178857","Pacific Ocean","Asia",,
"Fish","173112","Pacific Ocean","Asia",,
"Fish","178859","Pacific Ocean","Asia",,
"Fish","178854","Pacific Ocean","Asia",,
"Fish","178856","Pacific Ocean","Asia",,
"Fish","181289","Pacific Ocean","Asia",,
"Fish","178858","Pacific Ocean","Asia",,
