"collectionCode","catalogNumber","verbatimCountry","Country","verbatimStateProvince","StateProvince","verbatimCounty","County","verbatimIsland","Island"
"Fish","185127","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","185134","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","185123","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184900","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184824","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184830","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184825","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184831","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184848","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184897","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184844","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184826","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184829","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184835","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184832","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184836","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184837","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184833","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184834","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184843","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","185129","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","184902","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","266","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47749","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181716","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181709","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181711","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47746","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","387","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","386","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","392","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","390","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181713","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","265","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181715","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","267","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45526","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45535","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45524","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182407","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182404","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45449","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45447","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47143","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","268","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183451","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47752","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47750","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47748","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47753","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47747","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47754","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183449","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183447","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183450","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181714","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183452","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47140","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183446","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183442","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183444","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183445","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183443","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183438","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183437","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183429","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183432","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183448","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45536","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45193","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45196","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45208","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45209","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45203","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45210","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45523","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45532","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45537","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47142","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45529","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45205","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45533","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45531","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45527","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45530","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45194","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45191","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45207","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45201","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45213","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45525","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44927","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","183439","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47139","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47144","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47138","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45448","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44926","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44929","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44931","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44930","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45199","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44925","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45195","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45200","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45206","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45211","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45212","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45202","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45197","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45198","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45192","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45204","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47141","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","44928","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182186","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182188","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182183","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182184","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182180","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182381","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182382","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182383","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182395","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181718","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182387","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182378","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182388","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182191","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182389","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182187","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182393","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182385","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182386","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182390","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182392","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182391","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182399","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182402","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182185","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47751","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182203","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182377","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182379","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182212","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182208","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182380","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182210","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182209","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182201","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182199","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182198","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182205","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182190","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182202","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182197","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182207","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182204","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182206","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182196","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182193","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182192","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182195","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182384","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182194","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182189","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182400","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182200","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45534","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181723","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182181","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181720","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181721","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181717","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181712","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181710","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","388","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","391","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","389","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182179","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45528","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181725","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47895","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47891","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47892","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47889","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47890","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47894","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47893","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47887","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47888","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47756","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","47755","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45522","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182177","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182401","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182405","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182182","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182173","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182175","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182171","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182176","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182178","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181719","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182172","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181724","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182174","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","181722","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","182170","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15511","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15518","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10517","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17235","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17236","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10389","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15523","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17231","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15519","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17229","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15516","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8459","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8457","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8460","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15517","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17046","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17041","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17038","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17043","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17042","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8455","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10520","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8458","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17234","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","11926","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15512","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15521","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17044","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17047","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10516","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10521","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10518","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10514","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15520","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10513","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17230","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10515","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","13884","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","13885","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17233","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17048","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17039","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17040","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17037","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15515","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15514","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17232","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","10519","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8529","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","5227","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","17045","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8454","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15513","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8456","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","15522","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8378","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8383","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","5228","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","8453","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71407","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71401","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71402","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71400","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71389","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71399","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71398","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71390","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71406","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71408","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","81966","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71237","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71236","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","81965","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","187293","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71386","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71238","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71397","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71384","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71396","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71395","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","187292","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","187294","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71387","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71385","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71388","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71240","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","71239","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45768","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45770","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45759","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45756","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46674","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45769","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45772","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45773","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45766","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45775","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45758","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45764","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45755","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45767","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45762","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45771","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45763","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46671","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45774","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46673","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45757","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45765","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46676","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46675","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45760","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46670","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","45761","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
"Fish","46669","United States of America","United States","Louisiana","Louisiana","St. Charles","Saint Charles",,
