"collectionCode","catalogNumber","verbatimWaterBody","Waterbody","verbatimContinent","Continent"
"Fish","11148",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11147",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11146",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","10777",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","94329",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","94332",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","94330",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","94331",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","198181",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11140",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11133",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11132",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11134",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11137",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11142",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11143",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11144",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11141",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11131",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11145",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11138",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","10779",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","10775",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11130",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11129",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11136",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11135",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11128",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11139",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","10776",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11114",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11117",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11119",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11092",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11112",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11116",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11127",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11118",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11091",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","10778",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11102",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11124",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11106",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11122",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11099",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11110",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11109",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11090",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11098",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11123",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11120",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11113",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11108",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11125",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11095",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11088",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11094",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11111",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11089",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11093",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11107",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11104",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11097",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11096",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11101",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11103",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11115",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11126",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11121",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11105",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","11100",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107209",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107203",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107202",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107204",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107205",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107206",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107208",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107201",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107210",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107196",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107197",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107198",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107199",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107200",,"North Pacific Ocean","Pacific Ocean","Oceania"
"Fish","107207",,"North Pacific Ocean","Pacific Ocean","Oceania"
